id,EAP,HPL,MWS
id25716,0.6783428,0.013876557,0.3077806
id27116,0.0015219403,0.00042465044,0.99805343
id19941,0.0032958442,0.9843807,0.012323407
id05711,0.0018038301,0.0004766817,0.99771947
id02097,0.0065209093,0.01521017,0.9782689
id03563,0.0018337808,0.9979407,0.00022549329
id02295,0.5110004,0.35428873,0.13471085
id08179,0.99941623,0.00028535057,0.0002984212
id05332,0.03742347,0.8806502,0.081926316
id15697,0.5821214,0.060222358,0.35765633
id17026,0.15577875,0.012538763,0.83168244
id04243,0.96437174,0.019414179,0.016214052
id13175,0.99854517,0.0012393221,0.00021551321
id05387,0.9745535,0.0031467432,0.022299722
id19989,0.9571571,0.028415788,0.014427082
id25173,0.38138172,0.08955126,0.52906704
id08925,0.006121133,0.9927207,0.0011582169
id03034,0.011345425,0.98076886,0.00788572
id13272,0.00042761423,0.9994535,0.000118927775
id07956,0.95500976,0.016556233,0.028434003
id02648,0.03448232,0.006795461,0.9587223
id01778,0.16802774,0.014516423,0.8174558
id12846,0.0019199146,0.0014661044,0.99661404
id19001,0.19920196,0.037655205,0.7631428
id05763,0.85782,0.047547758,0.09463229
id15590,0.0019303559,0.00045704987,0.9976126
id04912,0.4579919,0.21381932,0.32818875
id21201,0.9217441,0.03237512,0.04588072
id13215,0.97509867,0.0153476745,0.009553684
id15612,0.12268854,0.8513986,0.025912903
id18501,0.04838495,0.017674359,0.9339407
id07223,0.4404279,0.4165991,0.14297296
id06707,0.44669893,0.46003693,0.09326417
id05238,0.00011492972,0.9998523,3.2735636e-05
id00935,0.030533202,0.13450052,0.83496624
id00110,0.93540394,0.01787986,0.04671618
id17476,0.9525259,0.027522273,0.019951856
id15170,0.99568176,0.0035925787,0.00072562497
id13397,0.5616453,0.15155965,0.28679502
id24283,0.26198456,0.15550943,0.582506
id15234,0.9179059,0.07161777,0.010476338
id16884,0.42689943,0.49139264,0.08170793
id07831,0.17338407,0.65173054,0.17488542
id16038,0.907865,0.07222891,0.019906122
id03629,0.84338707,0.05385737,0.10275552
id21019,0.86635196,0.09589367,0.037754383
id21835,0.21681955,0.16859879,0.61458164
id04480,0.00071494735,0.9987779,0.0005071146
id20838,0.24635768,0.65513045,0.09851187
id24195,0.52641016,0.11981047,0.35377935
id05448,0.7982524,0.18589538,0.015852172
id15957,0.06448594,0.93172914,0.003784955
id19956,0.028056294,0.0007631659,0.97118056
id15104,0.01219537,0.15280321,0.8350014
id17559,0.758459,0.17237437,0.06916667
id16839,0.22015205,0.18224175,0.59760624
id14493,0.70270425,0.053510845,0.24378489
id08833,0.7191019,0.1214216,0.1594765
id15723,0.42820227,0.07117922,0.5006185
id02716,0.9928624,0.0056661493,0.0014714851
id06689,0.0016234699,0.99703336,0.0013431701
id18837,0.5762607,0.052505635,0.37123367
id04466,0.990923,0.0019110141,0.007165989
id00686,0.9778246,0.0055433656,0.016631993
id09010,0.032420397,0.96309066,0.004488996
id23353,0.7732356,0.093959145,0.13280521
id00066,0.8148307,0.15951477,0.025654498
id15724,0.018100265,0.9750792,0.0068205614
id23486,0.16772184,0.007356847,0.8249213
id22258,0.039160285,0.015408901,0.9454308
id02292,0.8134339,0.08852217,0.09804389
id16356,0.0506518,0.013191702,0.93615645
id00235,0.8533809,0.07987174,0.06674736
id25522,0.16126636,0.008124912,0.8306087
id04204,0.04612488,0.9459548,0.007920363
id22016,0.61930966,0.15180108,0.22888926
id06480,0.03264883,0.9625396,0.0048115714
id08718,0.109887175,0.011963564,0.8781493
id05251,0.0005014092,0.9993357,0.00016287161
id03359,0.815473,0.09041489,0.09411205
id16117,0.0054466454,0.000750301,0.993803
id17000,0.00064358313,0.99887234,0.00048404702
id01730,0.024065197,0.97438353,0.0015512842
id00630,0.24151292,0.68207926,0.076407775
id18175,0.08747485,0.008254938,0.9042702
id00907,0.96897495,0.017528558,0.013496538
id18251,0.0009030785,0.9990107,8.618057e-05
id25861,0.77945143,0.10313254,0.11741609
id00398,0.65483564,0.17071581,0.17444858
id27573,0.99759454,0.00042590318,0.0019795508
id10022,0.011125646,0.88877124,0.10010314
id15901,0.026155066,0.00030208676,0.97354287
id00451,0.08480847,0.0074506756,0.9077409
id23129,0.0036886698,0.9941512,0.0021601636
id26498,0.040510066,0.9493448,0.010145197
id14741,0.18753226,0.09331198,0.7191557
id18453,0.1779486,0.015441627,0.8066098
id08309,0.9505171,0.030063272,0.01941961
id00320,0.9993062,0.0001536137,0.0005401971
id07688,0.16387226,0.012354151,0.82377356
id01556,0.080996804,0.01119918,0.90780395
id00178,0.37201017,0.011867198,0.6161226
id18902,0.16967225,0.07604921,0.75427854
id27002,0.6958761,0.20794496,0.09617892
id21418,0.9992687,0.0003672069,0.0003640721
id23018,0.6523673,0.066964544,0.28066817
id07032,0.5063701,0.18742345,0.30620643
id16195,0.45041248,0.03009182,0.5194957
id11202,0.09069437,0.865054,0.04425159
id09578,0.72599846,0.04104059,0.23296094
id26984,0.90285486,0.015758574,0.08138655
id19856,0.0049950923,0.99255097,0.0024538909
id12086,0.726683,0.018234544,0.2550824
id12052,0.06959993,0.020133285,0.91026676
id17728,0.0026374203,0.00018813477,0.9971744
id24608,0.8122985,0.08160857,0.106092975
id21097,0.07905464,0.01713131,0.903814
id20179,0.0033775114,0.00079412333,0.99582833
id15144,0.50589293,0.411909,0.08219808
id00206,0.9809656,0.007847343,0.0111869965
id22285,0.010336682,0.0012274171,0.98843586
id06417,0.14819826,0.31959024,0.53221154
id00215,0.0069366274,0.9918887,0.0011746649
id04201,0.2665158,0.016359884,0.71712434
id21771,0.9887756,0.007415477,0.003808933
id12451,0.07275457,0.6934302,0.23381525
id14250,0.021814242,0.90264016,0.0755456
id03433,0.009428116,0.9858716,0.004700267
id03303,0.12543279,0.014678138,0.85988903
id25901,0.27062967,0.60435086,0.12501949
id06945,0.25455397,0.033455756,0.71199024
id05664,0.37670907,0.39774552,0.22554538
id05741,0.9994137,0.00029397043,0.00029228252
id10652,0.6035807,0.076472364,0.3199469
id16300,0.9931599,0.0020226818,0.004817435
id12319,0.616127,0.13924026,0.24463272
id07500,0.008152476,0.9916298,0.00021773587
id12478,0.54667234,0.1657644,0.28756323
id03076,0.19300598,0.0073617846,0.7996322
id00969,0.24546935,0.6521486,0.102382034
id23636,0.034422044,0.9428412,0.022736713
id09791,0.109350264,0.016288212,0.8743615
id05680,0.020452391,0.40736324,0.5721844
id03672,0.07883514,0.7468858,0.17427906
id04286,0.0033310878,0.9937582,0.002910768
id23883,0.005373159,0.15061685,0.84401
id11914,0.8137479,0.05605927,0.13019286
id20974,0.004640179,0.9935035,0.0018563042
id26125,0.013206465,0.0021585715,0.98463494
id15543,0.5107728,0.057050996,0.43217617
id19471,0.99964905,0.00018626808,0.0001646295
id11503,0.85196096,0.09420871,0.05383033
id09321,0.016123222,0.9739111,0.009965627
id25560,0.0016425911,0.0003404146,0.99801695
id06726,0.3221955,0.09593234,0.58187217
id05709,0.95876074,0.026864028,0.014375191
id09788,0.13493103,0.7597781,0.10529086
id05289,0.9992612,0.00021258084,0.00052617426
id11815,0.0017240186,0.9973821,0.00089380366
id22422,0.6101377,0.21451776,0.17534454
id25954,0.9719705,0.0069543333,0.021075165
id13601,0.6283397,0.2532719,0.11838839
id05677,0.7695963,0.02146509,0.20893866
id10498,0.002438441,0.99727255,0.00028899114
id02665,0.2587519,0.7130465,0.028201614
id10114,0.015447663,0.94301844,0.041533872
id26314,0.37354815,0.58655673,0.039895114
id21240,0.4410814,0.13694534,0.4219733
id15569,0.9852542,0.009488217,0.005257591
id25928,0.20677169,0.01557132,0.77765703
id22706,0.020230118,0.9786034,0.0011664361
id20877,0.0016516305,0.9968533,0.0014950638
id04318,0.7705734,0.027832247,0.20159438
id18299,0.04683951,0.93478465,0.018375859
id08126,0.06212354,0.0023341973,0.9355423
id14293,0.5836865,0.00944191,0.40687168
id12759,0.9984836,0.00085948827,0.000656899
id11983,0.55525917,0.20184907,0.24289171
id05580,0.101899736,0.8519715,0.04612875
id25846,0.4513042,0.34328237,0.20541343
id01939,0.42992666,0.04002957,0.5300438
id26327,0.31418335,0.30655175,0.37926486
id11068,0.010768539,0.0011418393,0.9880896
id08404,0.9838478,0.003304941,0.012847295
id27189,0.2758907,0.7189966,0.0051126713
id15119,0.024796927,0.94974065,0.0254624
id26525,0.95534486,0.029623156,0.015032035
id03618,0.46793896,0.43516368,0.096897356
id27220,0.9984352,0.00043377985,0.0011310014
id18777,0.17259528,0.0074927933,0.81991196
id20213,0.87412167,0.09264937,0.033229005
id20403,0.8715457,0.10938238,0.019071927
id03777,0.18928553,0.021101886,0.7896126
id10595,0.0050427616,0.9929797,0.0019775582
id13816,0.19234402,0.010071798,0.79758424
id05667,0.016700914,0.16243358,0.8208655
id24629,0.550308,0.032566056,0.41712597
id20398,0.12963125,0.24544835,0.6249204
id14108,0.0013699923,0.00035119912,0.99827886
id06196,0.0009794913,0.99884015,0.00018036256
id02800,0.10892798,0.8520385,0.039033465
id18732,0.013236706,0.9829427,0.0038205842
id11915,0.07703605,0.8752774,0.04768658
id09739,0.55361056,0.07228381,0.37410563
id24672,0.96691674,0.03072447,0.0023587395
id00414,0.003928418,0.0009577995,0.9951138
id16307,0.9292134,0.056759086,0.014027506
id14043,0.18493617,0.011227584,0.8038362
id00517,0.017292969,0.005514941,0.9771921
id09744,0.98022455,0.018720018,0.0010554045
id19257,0.96767634,0.015829802,0.016493868
id15437,0.32833406,0.6278159,0.043850016
id16352,0.08074157,0.02894114,0.8903173
id18849,0.5252004,0.34378782,0.13101175
id19434,0.0015844418,0.9974831,0.0009324753
id17928,0.14790685,0.025275083,0.82681805
id16896,0.029998535,0.0029422434,0.9670592
id02135,0.48509353,0.2756498,0.23925667
id15075,0.9802214,0.0101988,0.009579803
id27486,0.00943311,0.9882526,0.0023142926
id19422,0.9698888,0.019649353,0.010461815
id09603,0.036501847,0.9160916,0.047406506
id02133,0.10189934,0.8137649,0.08433577
id03441,0.2455342,0.017143534,0.73732233
id02398,0.00018927167,0.9997392,7.1511255e-05
id05152,0.1501952,0.008404411,0.8414004
id17838,0.27514514,0.028727207,0.69612765
id25060,0.9988041,0.0007684525,0.00042741463
id09998,0.13352197,0.028912252,0.8375658
id01828,0.0073189703,0.9775268,0.015154286
id25377,0.2874941,0.025539069,0.6869668
id22175,0.0078017395,0.98843527,0.0037630214
id02974,0.07265847,0.0075532254,0.9197883
id26955,0.993254,0.0058935964,0.0008524237
id21091,0.96083724,0.024651313,0.014511433
id12802,0.89272827,0.096628256,0.010643465
id07432,0.00068288704,0.99908304,0.00023404109
id18749,0.08350991,0.83054876,0.08594138
id15030,0.015743373,0.025954457,0.95830214
id17155,0.001782336,0.99786913,0.00034853243
id08128,0.0013214913,0.9591906,0.039487977
id25706,0.00040660295,0.9985839,0.0010095
id15645,0.7624359,0.1929622,0.044601932
id04943,0.92249775,0.055423863,0.022078376
id27566,0.009970761,0.00031655523,0.9897127
id11765,0.2274204,0.6028303,0.16974935
id13783,0.40531677,0.28480545,0.30987778
id00492,0.0053958204,0.0023411645,0.99226296
id27636,0.032502353,0.0009472795,0.9665504
id04273,0.9688052,0.026948852,0.004245996
id02537,0.38763613,0.10748878,0.5048751
id24349,0.9875452,0.00907135,0.0033834197
id00023,0.00092303404,0.99862003,0.00045693823
id23025,0.7186472,0.19545889,0.08589395
id08722,0.9508191,0.033590645,0.015590286
id02420,0.99878484,0.0005381669,0.0006769946
id10811,0.96796477,0.017700737,0.014334475
id04019,0.0014755538,0.00050932175,0.99801517
id18334,0.9885416,0.006124528,0.0053338627
id16781,0.6256013,0.31661242,0.057786234
id08773,0.13823275,0.85088587,0.010881429
id19214,0.5142072,0.37691233,0.10888046
id09589,0.0010678918,0.9943141,0.004618095
id24246,0.5420051,0.018477287,0.43951765
id23577,0.82617,0.16648597,0.0073440513
id09305,0.75027126,0.046944123,0.20278461
id16460,0.380244,0.018386872,0.60136914
id21115,0.2923054,0.2661405,0.44155407
id25996,0.6792708,0.06012209,0.26060712
id02551,0.0028841768,0.0025875152,0.99452835
id19352,0.027915742,0.0002915485,0.9717927
id03806,0.14769213,0.019776851,0.832531
id26544,0.63281107,0.19508846,0.17210051
id18761,0.9498926,0.040644325,0.009463084
id24148,0.06082409,0.9372954,0.0018805191
id16095,0.047621388,0.8843697,0.06800894
id18442,0.7677973,0.07277157,0.15943114
id22596,0.0025923124,0.002213706,0.995194
id23002,0.0027095454,0.0024287468,0.99486166
id04797,0.99436826,0.0017633978,0.003868359
id06610,0.16203249,0.00896443,0.8290031
id16173,0.592645,0.20833167,0.19902335
id18292,0.06992292,0.022054914,0.9080222
id27328,0.99328,0.0010565493,0.0056634177
id01695,0.15211613,0.8256103,0.022273658
id05761,0.7287429,0.032236256,0.23902091
id16354,0.9759853,0.011547965,0.012466801
id12207,0.02376835,0.8088921,0.16733955
id05665,0.23260911,0.0062980303,0.76109284
id01911,0.92054915,0.056388263,0.023062551
id19153,0.020711832,0.00084223796,0.9784459
id10295,0.48971418,0.45531744,0.054968413
id23038,0.6330744,0.28514692,0.08177871
id23783,0.121847644,0.8745211,0.0036312658
id27879,0.9724759,0.026456172,0.0010679829
id19190,0.0016524268,0.99806935,0.0002782793
id05065,0.9813983,0.006495536,0.012106129
id21296,0.008818052,0.89105517,0.10012676
id13262,0.47420812,0.10147548,0.42431638
id10333,0.9717349,0.0034050385,0.024860064
id16677,0.17360438,0.7536323,0.07276327
id01392,0.22504471,0.017781582,0.7571737
id27874,0.61156636,0.14468166,0.243752
id02294,0.008726504,0.98459667,0.0066768704
id18298,0.0054091155,0.002682692,0.99190813
id06997,0.9859861,0.001394465,0.012619495
id05243,0.66434586,0.062456816,0.27319735
id00860,0.022752026,0.8550022,0.12224579
id26681,0.99915683,0.00053758186,0.00030564226
id06020,0.012250624,0.0007802428,0.9869691
id27683,0.783555,0.107656956,0.10878805
id17655,0.00380466,0.99564433,0.00055098895
id08817,0.14014448,0.013692451,0.8461631
id11512,0.0027568238,0.004959154,0.992284
id00478,0.1703074,0.06369156,0.7660011
id02116,0.94467974,0.037012495,0.018307772
id06746,0.9854242,0.007053539,0.007522196
id03863,0.7075231,0.20187439,0.09060252
id01802,0.01941131,0.95076865,0.029820086
id11682,0.71965414,0.02733186,0.25301403
id04033,0.00962174,0.96540993,0.024968287
id09286,0.055382695,0.78394556,0.16067171
id12904,0.99945515,0.00029256963,0.00025223097
id07420,0.0009591833,0.0007747801,0.99826604
id22398,0.00032914823,0.99960774,6.313893e-05
id00424,0.09470021,0.023961095,0.88133866
id20960,0.9711269,0.023645105,0.0052280035
id10267,0.2644127,0.5345158,0.20107146
id19330,0.33980533,0.008633251,0.6515614
id00994,0.003582588,0.995218,0.001199416
id10785,0.8780898,0.055422563,0.06648761
id00955,0.008178639,0.98310745,0.00871397
id09757,0.0039242655,0.99568534,0.00039043854
id10030,0.27256256,0.015278955,0.7121585
id22952,0.17960395,0.04664225,0.77375376
id21955,0.0015757554,0.0010000791,0.99742424
id07674,0.5929552,0.19871949,0.2083253
id13760,0.03953916,0.95936346,0.0010973868
id18166,0.9665691,0.0012408891,0.03218999
id23498,0.96387875,0.034434855,0.0016863731
id05296,0.99913317,0.0005026098,0.0003642012
id26709,0.90615594,0.057455763,0.03638834
id02853,0.9843164,0.0104602715,0.0052233464
id06800,0.31495443,0.07148235,0.61356324
id14758,0.33347803,0.6077907,0.05873123
id12356,0.9749945,0.021118477,0.0038870464
id21492,0.6978332,0.2457346,0.056432206
id27540,0.34498093,0.0036830942,0.651336
id07376,0.03995699,0.9190642,0.04097873
id15201,0.47572112,0.5062311,0.01804776
id23388,0.0010364526,0.9981609,0.0008026818
id13923,0.20104769,0.7602241,0.038728133
id00794,0.005158612,0.99310994,0.0017314322
id23910,0.2793388,0.09738009,0.6232811
id02556,0.16247813,0.036260735,0.8012611
id22151,0.00039253166,0.99954164,6.59067e-05
id11698,0.12943132,0.8265218,0.04404684
id11627,0.55093104,0.12783147,0.32123744
id06340,0.9990754,0.0006583404,0.00026618617
id05123,0.89296407,0.04414921,0.06288677
id26620,0.00083216664,0.00024155335,0.9989262
id04002,0.08109558,0.22970198,0.6892024
id26554,0.18769692,0.69799525,0.11430786
id18012,0.07915624,0.03789456,0.8829492
id12964,0.27641648,0.01817494,0.7054086
id18965,0.017088411,0.94193995,0.040971674
id19082,0.0215632,0.00060205575,0.97783476
id26742,0.0021713828,0.00035086574,0.9974777
id15442,0.21348867,0.676543,0.109968364
id16647,0.5109849,0.08023755,0.40877753
id11544,0.16305552,0.024486184,0.8124583
id20581,0.5110424,0.09800124,0.39095637
id13192,0.4331414,0.30075926,0.26609936
id15814,0.19900216,0.101984575,0.6990133
id26279,0.044605773,0.9513889,0.0040053874
id00240,0.9686189,0.020421306,0.010959767
id22836,0.99849045,0.0006025565,0.00090691424
id15085,0.018249815,0.94574,0.036010202
id17495,0.448053,0.022336058,0.52961093
id26762,0.44440085,0.10299693,0.45260227
id13685,0.99964464,0.00018674626,0.00016856498
id16560,0.0026200514,0.99681747,0.0005624249
id17184,0.0010739833,0.9988024,0.0001236338
id21635,0.99883085,0.00060956675,0.0005596031
id26751,0.3907572,0.47447672,0.13476603
id12351,0.9855419,0.0014259642,0.0130321495
id14872,0.41324553,0.1595369,0.42721754
id18372,0.7974908,0.1751446,0.027364561
id26851,0.64865786,0.27159268,0.079749435
id22659,0.6916562,0.3046773,0.003666568
id04102,0.0021496331,0.00048729722,0.99736303
id02353,0.003321351,0.99569345,0.0009851467
id26721,0.998747,0.00052648963,0.0007265474
id11171,0.86309737,0.059561606,0.07734103
id13562,0.4858342,0.20178579,0.31238
id26425,0.83654255,0.023244374,0.14021309
id26394,0.549152,0.023059722,0.4277883
id22187,0.4924802,0.43002477,0.07749506
id00422,0.9995622,0.0002656941,0.00017211001
id22667,0.0023944604,0.9968317,0.00077388313
id00911,0.7251838,0.16894454,0.10587167
id17291,0.26148495,0.09363968,0.6448754
id01915,0.244747,0.10563662,0.64961636
id01434,0.16135891,0.019344961,0.8192962
id01584,0.48884377,0.03682464,0.47433165
id09266,0.95084584,0.028304722,0.020849507
id17494,0.0010346129,0.99879706,0.00016829457
id24919,0.33006582,0.22649403,0.44344017
id21043,0.022878759,0.0003346475,0.97678655
id17796,0.003339518,0.9963003,0.0003602843
id02166,0.31525952,0.0025591657,0.68218136
id17503,0.95950395,0.0143902525,0.026105873
id21203,0.364064,0.051577568,0.58435845
id25626,0.9991443,0.00051172526,0.00034397817
id09836,0.99878126,0.0009561895,0.00026259225
id24202,0.018267777,0.05290115,0.9288311
id27260,0.62073106,0.24335003,0.13591892
id23167,0.0008422234,0.00072186976,0.9984359
id10393,0.036039945,0.9542191,0.0097409915
id01171,0.19322479,0.7219446,0.084830634
id06380,0.9731127,0.013582963,0.013304374
id22686,0.33461314,0.005589979,0.6597969
id26250,0.24247102,0.012864139,0.7446648
id09315,0.21081713,0.7129302,0.0762526
id00886,0.25079805,0.65066147,0.0985405
id03101,0.82959867,0.04284557,0.12755574
id12367,0.6924461,0.034506176,0.2730477
id10770,0.76996595,0.021481954,0.20855209
id14949,0.001799693,0.9974329,0.0007674363
id14141,0.24491031,0.72081214,0.034277502
id25417,0.23531148,0.64390516,0.12078335
id26873,0.635374,0.12542503,0.23920096
id10818,0.22696377,0.0149115,0.75812477
id15146,0.7172382,0.010211115,0.27255064
id23328,0.30461606,0.68025404,0.0151298875
id16765,0.07673953,0.82101804,0.102242455
id24383,0.9757937,0.0008441437,0.023362093
id21304,0.96260214,0.0101133995,0.027284475
id12551,0.0047319685,0.9948985,0.0003695292
id23274,0.12648955,0.05364352,0.81986696
id08117,0.56084764,0.06489673,0.37425566
id23961,0.98917156,0.0051898398,0.0056385915
id13865,0.0067689396,0.9868513,0.0063797957
id22807,0.16702962,0.017970616,0.8149997
id08951,0.2759803,0.06775523,0.65626454
id18684,0.9935231,0.0054039247,0.0010729752
id25179,0.0102170855,0.7829443,0.20683856
id27033,0.9734346,0.0069057033,0.019659659
id13977,0.30734116,0.63781005,0.05484877
id19337,0.00210939,0.99393445,0.0039561796
id25764,0.2516581,0.72848904,0.019852893
id16106,0.071123645,0.08288381,0.8459925
id05468,0.0021536632,0.0012951577,0.99655116
id05241,0.9828553,0.0030852354,0.01405943
id10215,0.6311472,0.20081857,0.16803421
id23457,0.0053795376,0.0028840196,0.9917365
id02200,0.99893016,0.0009013,0.00016856116
id13714,0.18569328,0.790761,0.02354566
id20332,0.004024355,0.000565694,0.9954099
id18573,0.16928703,0.20456247,0.6261505
id08569,0.99886537,0.00037094334,0.00076374685
id22767,0.8017673,0.14852723,0.049705535
id25390,0.092025235,0.8590861,0.048888657
id09288,0.9915639,0.000720688,0.0077153654
id12381,0.9989617,0.0004648601,0.00057348906
id02895,0.08276921,0.06465904,0.8525718
id25270,0.0065075373,0.00030347495,0.993189
id14248,0.38508514,0.0693117,0.54560316
id12831,0.6192828,0.015259232,0.36545798
id18305,0.7830359,0.01236889,0.20459516
id07805,0.9985991,0.001071926,0.0003289491
id14027,0.2826944,0.13971354,0.5775921
id02760,0.62445056,0.1553553,0.22019412
id24362,0.98816967,0.005156978,0.006673352
id17065,0.016232664,0.9834146,0.0003527282
id26583,0.009630124,0.8498547,0.14051524
id19664,0.9995597,0.00035657716,8.375434e-05
id25145,0.9314412,0.021989582,0.04656923
id17858,0.0027645244,0.9921002,0.005135235
id05148,0.44772205,0.31731147,0.23496653
id22928,0.7857004,0.11593751,0.0983621
id21549,0.10585451,0.00049741846,0.893648
id12649,0.045221206,0.9516896,0.0030892063
id21597,0.64903027,0.073183395,0.27778628
id27945,0.9817523,0.011727746,0.006519965
